month,topic_id,size,label,theme_id,sim,year,theme_label
2016-12,0,14,fakepopup ; fakepopup fake ; fake ; fakepopup fake alert ; fake alert ; alert,0,1.0,2016,directv ; discount ; directv discount ; directtv ; day ; comcast
2017-01,10,5,support ; fake ; support fake ; asus ; facebook support ; asussupport fake gmail,23,1.0,2017,popup ; microsoft ; microsoft popup ; fake microsoft ; fake microsoft popup ; support
2017-01,11,5,popup ; computer locked tollfreenow ; computer locked ; checked ; tollfreenow ; updated,24,1.0,2017,warranty ; insurance ; car ; medicare ; insurance number ; warranty number
2017-01,12,5,pckeeper ; bhen ; indian ; mackeeper ; hxxps ; bhen da,25,1.0,2017,amazon ; amazon number ; hellip amazon ; number amazon ; hellip amazon number ; customer
2017-01,13,5,popup ; barewire ; popups ; bsod ; infected ; using,26,1.0,2017,source ; source id ; n ; number n ; id ; hellip number
2017-02,6,11,fake irs ; irs ; fake irs fake ; irs fake ; irs fake irs ; fake,13,0.9436185359954834,2017,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2017-02,4,13,support ; fake ; fake windows ; fake microsoft ; support spammed fake ; spammed fake,17,0.9325886368751526,2017,insurance ; called ; active ; car ; got ; number active
2017-02,0,28,phone ; windows ; techsupport ; tech ; screenshot ; windows technical,27,1.0,2017,refund ; refund number ; number refund ; refund refund ; refund tech ; refund number refund
2017-02,1,21,fake techsupport ; fake ; techsupport ; fake technical ; fake technical support ; technical support,28,1.0,2017,voicemail ; message ; number number ; card ; blah ; legal
2017-02,2,18,firertc ; works ; works firertc ; work ; techsupport ; techsupport works firertc,29,1.0,2017,printer ; printer support ; printer support number ; canon ; support ; fake printer
2017-02,3,17,popup ; alert ; microsoft ; microsoft popup ; warning ; microsoft popup popup,30,1.0,2017,tv ; direct tv ; direct ; directv ; direct tv number ; directv number
2017-02,5,11,irs ; irs irs ; irs irs irs ; active ; irs live irs ; union grants irs,31,1.0,2017,discord ; nitro ; server ; discord nitro ; hellip discord ; group
2017-02,7,10,toll ; toll free ; make ; free ; api ; centers,32,1.0,2017,amazon ; amazon number ; number amazon ; amazon number amazon ; cst ; called
2017-02,8,10,popup ; drive ; hard ; hard drive ; fake popup ; fake,33,1.0,2017,loan ; lending ; student ; student loan ; point ; loan number
2017-02,9,9,walmart ; gift ; card ; gift card ; moment ; funniest moment,34,1.0,2017,amazon ; sitesgooglecom view ; view ; sitesgooglecom ; sitesgooglecom view activateyourdevice ; view activateyourdevice
2017-02,10,7,posting ; redirect ; account suspended ; suspended ; links ; account,35,1.0,2017,squad ; geek ; geek squad ; printer ; support ; fake
2017-02,11,6,indian ; help ; log ; ip ; teamviewer ; pc purifier,36,1.0,2017,refund ; refund number ; windows refund ; hellip refund ; n ; refund number n
2017-02,12,6,microsoft ; lol ; real ; fake ; people common interests ; microsoft se insistent,37,1.0,2017,finacial ; number helpline00f2dydf ; helpline00f2dydf ; finacial number ; received ; block number
2017-02,13,5,provide ; friends ; unfortunately ; hey ; bakrichood ; bakrichood techsupport,38,1.0,2017,paypal ; paypal number ; cash ; cash app ; app ; number paypal
2017-03,11,7,irs ; irs irs ; working irs ; block ; id ; trying,13,0.806682825088501,2017,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2017-03,8,7,microsoft ; popup ; fake microsoft ; microsoft office ; popup popup ; browser,18,0.7800315618515015,2017,support ; tech ; tech support ; support number ; tech support number ; site
2017-03,13,5,fake techsupport ; techsupport popup ; popup ; techsupport ; fake techsupport popup ; fake,28,0.8349598050117493,2017,voicemail ; message ; number number ; card ; blah ; legal
2017-03,6,9,firertc ; works firertc ; works ; called ; sideline ; rtc,29,0.8550509810447693,2017,printer ; printer support ; printer support number ; canon ; support ; fake printer
2017-03,0,35,techsupport ; new ; source ; techsupport techsupport ; come ; guys,39,1.0,2017,windows code ; windows ; code ; number windows ; number windows code ; firewall0x268d3x0
2017-03,1,18,popup ; video ; guys ; just ; trolling ; microsoft,40,1.0,2017,apple ; iphone ; amazon ; order ; free ; icloud
2017-03,2,14,windows ; firertc ; does ; popup ; google ; phone,41,1.0,2017,geek squad ; geek ; pch ; squad ; clearing ; house
2017-03,3,14,called ; links ; xbox ; proceeded ; got ; person,42,1.0,2017,aol ; number applicated49ekga ; helpl0ine0code4745 ; applicated49ekga helpl0ine0code4745 ; applicated49ekga ; number applicated49ekga helpl0ine0code4745
2017-03,4,12,support fake ; support ; fake ; hp ; chrome ; mimics chrome,43,1.0,2017,number number ; hellip number ; spectrum ; received ; andrew ; helpline00f2dydf
2017-03,5,10,business ; bank ; beneficiary ; blanchard ; car ; luong,44,1.0,2017,file27 ; file27 number ; number number ; codemasgss number ; codemasgss ; babl00abhijeet win mac
2017-03,7,8,zeus ; virus ; zeus virus ; screenshot ; hard ; fake zeus,45,1.0,2017,phone ; phone number ; winxfiles ; winxfiles phone ; winxfiles phone number ; werrx01
2017-03,9,7,skype ; ip ; skype skype ; reason ; wireshark ; remote session,46,1.0,2017,airlines ; reservations ; reservations number ; travel ; air ; imposters
2017-03,10,7,virtual ; redirected ; locked ; machine ; virtual machine ; computer locked,47,1.0,2017,coinbase ; number 0x2d6i8df3 ; 0x2d6i8df3 ; imposters ; imposters number ; wells fargo
2017-03,12,6,phone ; removal ; fake ; personal phone ; fake isp ; removing,48,1.0,2017,number phone ; number phone number ; phone number phone ; phone number ; phone ; windows essentials security
2017-04,9,7,fake techsupport ; fake ; techsupport ; support ; let connect ; phone url account,28,0.8288153409957886,2017,voicemail ; message ; number number ; card ; blah ; legal
2017-04,2,14,popup ; microsoft ; critical alert ; alert ; just got ; just,30,0.8005977869033813,2017,tv ; direct tv ; direct ; directv ; direct tv number ; directv number
2017-04,0,34,calling ; guys ; phone ; called ; ask ; like,49,1.0,2017,instagram ; facebook ; whatsapp ; accounts ; account ; dating
2017-04,1,32,tech ; techsupport ; vm ; microsoft ; open ; netstat,50,1.0,2017,z44uta0 lrfylq6hwa 7sjz ; nv ; 7sjz ; 5v wtddd ; wtddd smgkjpsye nv ; wtddd smgkjpsye
2017-04,3,11,irs ; grant ; federal ; investigation ; arrested ; code,51,1.0,2017,paypal ; order ; paypal number ; number paypal ; true ; m true
2017-04,4,10,gift ; card ; gift card ; money ; fr kenneth ; kansas,52,1.0,2017,norton ; refund ; norton refund ; hellip norton ; mcafee ; renewed
2017-04,5,9,popup ; popups ; url ; browser ; phone ; popup url,53,1.0,2017,ad ; site ; porn ; site ad ; porn site ad ; porn site
2017-04,6,9,techsupport popup ; popup moo ; techsupport popup moo ; moo ; phone techsupport popup ; phone techsupport,54,1.0,2017,link ; tech support link ; support link ; associated ; free ; iphone
2017-04,7,8,firertc ; works ; works firertc ; hangouts ; microsoft ; work,55,1.0,2017,amazon ; number amazon ; order ; refund ; amazon number ; fake
2017-04,8,8,cid ; brolo ; moo ; brolo moo ; critical ; tss brolo,56,1.0,2017,facebook ; bitcoin ; cryptocurrency ; comment ; page ; group
2017-04,10,6,fake ; pc ; virus ; support ; optimizer ; fake technical,57,1.0,2017,number number ; active number ; codemasgss ; active ; indexphp number ; codemasgss number
2017-04,11,5,networksecurity ; amazonaws ; error ; moo ; moo error warning ; redirects,58,1.0,2017,error codeexxooe230x4 ; codeexxooe230x4 contact experts ; contact experts ; codeexxooe230x4 contact ; experts ; time error codeexxooe230x4
2017-04,12,5,fake ; fake trading ; trading ; auto ; texttospeech reading ; tech fake new,59,1.0,2017,pch ; pch number ; number pch ; pch number pch ; grants ; prizes grants
2017-04,13,5,company ; kevin ; forex ; forex company ; adaption ; opened logistics,60,1.0,2017,paypal ; paypal number ; hellip paypal ; invoice ; transaction ; paypal imposters
2017-05,0,7,irs ; irs irs ; maybe ; just ; maybe simply ; lot times english,13,0.840717077255249,2017,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2017-05,4,8,microsoft ; fake microsoft ; fake ; support ; id ; avg,17,0.8146035671234131,2017,insurance ; called ; active ; car ; got ; number active
2017-05,5,15,microsoft ; microsoft microsoft ; links ; sites ; example ; outlook,17,0.7997238636016846,2017,insurance ; called ; active ; car ; got ; number active
2017-05,9,7,fake ; cold called ; cold ; techsupport cold called ; techsupport cold ; fake tech,28,0.8155311346054077,2017,voicemail ; message ; number number ; card ; blah ; legal
2017-05,3,14,firertc ; works ; works firertc ; techsupport ; popup ; pop,29,0.8590384125709534,2017,printer ; printer support ; printer support number ; canon ; support ; fake printer
2017-05,1,8,vm ; vpn ; time vm ; vm techsupport ; vmware ; payezee,61,1.0,2017,jp ; country japan ; japan ; jp google ; jp google safebrowsing ; japan jp google
2017-05,2,6,australian ; australian freecall ; freecall ; dead ; australian freecall dead ; freecall dead,62,1.0,2017,google safebrowsing ; safebrowsing ; google ; country united states ; number country united ; number country
2017-05,6,15,called ; skype ; card ; music ; hold ; hold music,63,1.0,2017,number flagged ; phone number flagged ; flagged ; phone number ; support link ; tech support link
2017-05,7,15,fun ; called ; reputation ; rules ; couple ; replace,64,1.0,2017,werrx01 phone ; werrx01 ; apple ; discord ; support ; phone number
2017-05,8,8,techsupport ; freaking ; pctech dead ; pctech ; fun troll ; mom,65,1.0,2017,security center ; center ; security center code0x268d3 ; center code0x268d3 ; code0x268d3 ; security
2017-05,10,6,printer ; technical support ; technical ; new printer ; computers laptops ; laptops,66,1.0,2017,pop link ; microsoft pop link ; microsoft pop ; pop ; number country ; safebrowsing
2017-05,11,8,virus ; zeus ; chrome ; browser ; zeus virus ; mycleanpc,67,1.0,2017,gemini ; crypto ; gemini crypto ; crypto number ; gemini crypto number ; number businessgooglecom
2017-05,12,14,popup ; techsupport ; popups ; site ; macbook ; message websi,68,1.0,2017,ssa ; ssa number ; joy ; callback ; 883rasteringga ; 398iwjwwlwpnga
2017-06,0,10,irs ; dept ; spoke ; irs irs ; treasury dept ; answering,13,0.8549386262893677,2017,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2017-06,7,7,windows ; microsoft support ; support ; fake microsoft support ; fake microsoft ; microsoft,17,0.8040885925292969,2017,insurance ; called ; active ; car ; got ; number active
2017-06,13,24,techsupport ; norton ; owner ; norton setup ; setup ; technical,28,0.8011850118637085,2017,voicemail ; message ; number number ; card ; blah ; legal
2017-06,3,19,firertc ; skype ; works ; works firertc ; rtc ; using,29,0.850001335144043,2017,printer ; printer support ; printer support number ; canon ; support ; fake printer
2017-06,1,8,browser lock ; lock ; browser ; freecall ; techsupport browser lock ; techsupport browser,69,1.0,2017,hellip number ; sou ; sd ; sou sd ; number number ; w textphp
2017-06,2,7,facebook ; facebook support ; support ; claiming facebook ; account ; wanted,70,1.0,2017,tech ; tech support ; support ; microsoft ; security center ; security
2017-06,4,15,prank ; bid ; cold ; called ; calling ; aonline,71,1.0,2017,called ; debt ; tax ; medicare ; caller ; relief
2017-06,5,47,know ; help ; banned ; join ; guy ; like,72,1.0,2017,quickbooks ; quickbooks number ; number quickbooks ; number quickbooks number ; quickbooks number quickbooks ; number
2017-06,6,18,support ; fake ; support fake ; quickbooks ; gmail ; support claiming,73,1.0,2017,tech support ; tech ; support ; support services4redc ; tech support services4redc ; callers
2017-06,8,29,pop ; popup ; youtuber ; error ; phone ; windows,74,1.0,2017,microsoft ; outlying islands ; islands ; outlying ; microsoft tech ; microsoft tech support
2017-06,9,7,microsoft ; microsoft support ; business ; microsoft techsupport ; removed ; support,75,1.0,2017,debt ; loan ; relief ; number ; debt relief ; loans
2017-06,10,13,virus ; microsoft ; guys ; phone ; called ; send virus,76,1.0,2017,called ; number ; warranty ; phone ; werrx01 phone ; werrx01
2017-06,11,7,vm ; computer ; angry ; access ; shut ; did,77,1.0,2017,security center ; security ; center ; services4redc ; number ; airlines
2017-06,12,8,services ; indian ; floyd services ; microphone ; left microphone ; witinfotech,78,1.0,2017,number ; instagram ; hellip number ; crypto ; number number ; account
2017-07,0,17,irs ; irs irs ; talk ; irs irs irs ; fucking ; minutes,13,0.8656076788902283,2017,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2017-07,3,16,credit ; credit card ; cruise ; card ; called ; american,14,0.8028844594955444,2017,ssa ; ssa number ; badge ; hellip ssa ; number ssa ; social security
2017-07,10,47,microsoft ; windows ; time ; virtual ; techsupport ; computer,17,0.8094306588172913,2017,insurance ; called ; active ; car ; got ; number active
2017-07,12,53,popup ; ios ; fake ; pop ; techsupport ; browser,18,0.7923738956451416,2017,support ; tech ; tech support ; support number ; tech support number ; site
2017-07,11,25,techsupport ; techsupport techsupport ; said ; know ; just ; tried,28,0.8111792206764221,2017,voicemail ; message ; number number ; card ; blah ; legal
2017-07,5,20,firertc ; work ; works ; use ; software ; picotech,29,0.8575787544250488,2017,printer ; printer support ; printer support number ; canon ; support ; fake printer
2017-07,1,12,irs ; irs working ; working ; irs irs ; phone irs ; directv irs microsoft,31,0.8091251850128174,2017,discord ; nitro ; server ; discord nitro ; hellip discord ; group
2017-07,2,12,banned ; money ; moderators ; money flipping ; ratting ; flipping,79,1.0,2017,airlines ; booking ; travel ; flight ; flight booking ; delta
2017-07,4,12,gift ; weird ; gift card ; phone ; card ; story,80,1.0,2017,loans ; loan ; fake loans ; number fake ; loans number ; america
2017-07,6,12,apple ; apple support ; apple techsupport ; enjoy ; techsupport enjoy ; support,81,1.0,2017,primevideo ; amazon primevideo ; amazon ; activation ; prime ; amazon prime
2017-07,7,16,bid ; cloudfront ; club ; west amazonaws ; west ; amazonaws,82,1.0,2017,amazon ; amazon number ; iphone ; number amazon ; order ; pro
2017-07,8,17,microsoft ; microsoftsupport ; error ; microsoftsupport microsoftsupport ; dot ; microsoft xyz,83,1.0,2017,pch ; pch number ; clearing house ; clearing ; house ; sweepstakes
2017-07,9,28,techsupport ; india ; fake ; fake techsupport ; india techsupport ; tech,84,1.0,2017,discord ; crypto ; server ; associated ; instagram ; gemini
2017-08,7,12,irs ; irs irs ; dangerzone ; irs cold called ; irs cold ; mad irs,13,0.8359459042549133,2017,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2017-08,1,29,microsoft ; techsupport ; microsoft techsupport ; computer ; support ; windows,17,0.8201621770858765,2017,insurance ; called ; active ; car ; got ; number active
2017-08,8,12,popup ; fake microsoft popup ; microsoft popup ; fake microsoft ; microsoft ; fake,18,0.7819175720214844,2017,support ; tech ; tech support ; support number ; tech support number ; site
2017-08,0,33,techsupport ; technical ; technical support ; grinning ; verified ; support,28,0.8581277132034302,2017,voicemail ; message ; number number ; card ; blah ; legal
2017-08,2,19,phone august ; techsupport phone august ; fake techsupport phone ; august ; techsupport phone ; quickbooks,85,1.0,2017,number n ; n ; called ; number number ; medicare ; card
2017-08,3,18,browser ; lock ; virus ; warning ; popup ; phone,86,1.0,2017,paypal ; geek ; squad ; geek squad ; number paypal ; ebay
2017-08,4,14,english ; english speaking ; speaking ; moderator ; phone ; removed,87,1.0,2017,sweepstakes ; lottery ; publishers clearing ; publishers clearing house ; clearing ; clearing house
2017-08,5,13,loan ; credit card ; credit ; cash ; card ; bank,88,1.0,2017,ass ; number ass ; ass number ; number ass number ; hang ; ride
2017-08,6,13,cold ; called ; like ; chrome ; calls ; voice,89,1.0,2017,prime ; amazon prime ; amazon ; prime number ; amazon prime number ; tv
2017-08,9,10,png ; image ; png replace assets ; replace assets files ; files ; replace assets,90,1.0,2017,pch ; pch number ; vm ; bank ; hellip pch ; hellip pch number
2017-08,10,10,video ; youtube ; youtube video ; scambaiting ; ip ; techsupport got,91,1.0,2017,ad ; click ; tech support number ; pops ; porn site ad ; ad pops click
2017-08,11,10,way ; angry ; way contact ; bait ; payment gateway ; best way,92,1.0,2017,airlines ; number yelpcom ; yelpcom ; airlines number ; wwwyelpcom ; number number
2017-08,12,10,gift card ; gift ; card ; apple ; person ; said,93,1.0,2017,pch ; pch number ; jamaican ; millions ; mega millions ; mega
2017-08,13,10,uk ; firertc ; dial ; got ; voucher cold ; example,94,1.0,2017,debt ; synergy ; finance ; called ; synergy finance ; burner
2017-09,2,13,irs ; irs irs ; fake irs ; irs got ; robotic ; irs irs irs,13,0.8303451538085938,2017,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2017-09,0,50,techsupport ; microsoft ; tech ; said ; called ; fake,28,0.8610302209854126,2017,voicemail ; message ; number number ; card ; blah ; legal
2017-09,9,7,zeus virus ; zeus ; virus ; computer ; computer infected ; serbian,45,0.7979985475540161,2017,phone ; phone number ; winxfiles ; winxfiles phone ; winxfiles phone number ; werrx01
2017-09,5,9,support ; fake ; support fake ; support fake windows ; fake windows ; technical,57,0.840796709060669,2017,number number ; active number ; codemasgss ; active ; indexphp number ; codemasgss number
2017-09,6,9,png ; replace assets ; assets ; replace ; image ; assets files,90,0.9808753728866576,2017,pch ; pch number ; vm ; bank ; hellip pch ; hellip pch number
2017-09,1,26,browser ; lock ; browser lock ; australian ; free ; virus,95,1.0,2017,crypto ; zelle ; text ; address ; whatsapp ; bank
2017-09,3,11,got ; called ; windows ; john ; bank ; asked,96,1.0,2017,tech number ; tech ; h0el0p0ma0er0 ; number tech ; h0el0p0ma0er0 tech ; h0el0p0ma0er0 tech number
2017-09,4,9,card ; called ; mad ; mad say ; rewards card ; participating,97,1.0,2017,facebook ; facebook number ; number facebook ; facebook number facebook ; facebook facebook ; facebook facebook number
2017-09,7,8,alert ; september ; medical alert ; medical ; bitcoin ; hp,98,1.0,2017,amazon ; apple ; amazon number ; hellip amazon ; amazon refund ; support
2017-09,8,8,iyogi ; indian techsupport ; indian ; company ; car loan ; nigerian,99,1.0,2017,crypto ; m ; friend ; crypto number ; hellip crypto ; active
2017-09,10,7,apple ; fake apple ; fake apple support ; icloud ; apple support ; fake,100,1.0,2017,card ; text ; gift ; gift card ; bank ; debt
2017-09,11,6,free ; free flight ; flight ; groups ; skype groups ; tips,101,1.0,2017,clearing house ; clearing ; house ; publishers clearing house ; publishers clearing ; publishers
2017-09,12,6,comment ; channel ; fun ; trolling ; telegram ; telegram channel,102,1.0,2017,mcafee ; hellip mcafee ; antivirusprograms ; mcafee number ; mcafeeantivirus ; mcafee mcafee
2017-09,13,6,notepad ; fake notepad ; notepad application ; fake notepad application ; program ; application,103,1.0,2017,amazon ; hellip amazon ; amazon number ; refund ; text ; order
2017-10,0,14,irs ; october flagged ; october ; flagged ; flagged whitepages irs ; irs october,13,0.851758599281311,2017,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2017-10,12,9,fake ; microsoft ; support ; techsupport ; microsoft techsupport ; fake microsoft,17,0.8925309777259827,2017,insurance ; called ; active ; car ; got ; number active
2017-10,13,9,microsoft ; called ; microsoft support ; claiming ; support ; companies,17,0.7821710109710693,2017,insurance ; called ; active ; car ; got ; number active
2017-10,11,35,pop ; popup ; fake ; alert ; browser ; australian,18,0.8351606726646423,2017,support ; tech ; tech support ; support number ; tech support number ; site
2017-10,9,20,techsupport ; tech ; computer ; tech tech ; tech tech tech ; outlook support,28,0.7945852279663086,2017,voicemail ; message ; number number ; card ; blah ; legal
2017-10,3,10,card ; bank ; gift card ; gift ; dating ; atm card,88,0.7870785593986511,2017,ass ; number ass ; ass number ; number ass number ; hang ; ride
2017-10,8,8,apple ; support ; apple support ; id ; apple id ; fake,100,0.8471401929855347,2017,card ; text ; gift ; gift card ; bank ; debt
2017-10,1,14,india ; big ; phone ; city ; png ; files,104,1.0,2017,crypto ; grant ; debt ; tax ; government ; bank
2017-10,2,16,grant ; business ; unsecured ; unsecured business ; grants ; card,105,1.0,2017,apitwiliocom ; apitwiliocom accounts ; accounts ; apitwiliocom accounts recordings ; recordings ; accounts recordings
2017-10,4,18,got ; say ; cash advance ; fbi ; cash ; advance,106,1.0,2017,pch ; house number ; clearing house number ; publishers ; house ; publishers clearing house
2017-10,5,33,illuminati ; fun ; youtube ; new ; great ; pizza,107,1.0,2017,fake ; apple ; fake amazon ; apple id ; fake apple ; amazon
2017-10,6,11,working ; working working ; working working working ; indian ; india ; swapnica jain,108,1.0,2017,popup ; popup number ; popup redirects ; redirects ; registered ; uk
2017-10,7,14,working ; working working ; working working working ; canada ; enjoy ; supporting enjoy,109,1.0,2017,number number ; number number number ; text ; message ; bank ; n
2017-10,10,10,tech ; techsupport ; video ; pretty ; funny ; don know,110,1.0,2017,number phone ; phone number phone ; phone ; phone number ; number phone number ; number werrx01
2017-11,7,13,fake microsoft ; fake ; support fake ; support fake microsoft ; microsoft ; fake microsoft support,17,0.8242153525352478,2017,insurance ; called ; active ; car ; got ; number active
2017-11,11,18,microsoft ; windows ; fake microsoft ; microsoft techsupport ; fake microsoft techsupport ; fake,17,0.8363519906997681,2017,insurance ; called ; active ; car ; got ; number active
2017-11,5,17,jpeg ; browser ; popup ; jpeg replace ; image jpeg ; image jpeg replace,18,0.8181687593460083,2017,support ; tech ; tech support ; support number ; tech support number ; site
2017-11,4,47,techsupport ; techsupport techsupport ; techsupport techsupport techsupport ; big techsupport ; big ; tech,28,0.8130845427513123,2017,voicemail ; message ; number number ; card ; blah ; legal
2017-11,10,19,techsupport ; techsupport techsupport ; techsupport australia techsupport ; techsupport australia ; australia techsupport ; aus,28,0.8233794569969177,2017,voicemail ; message ; number number ; card ; blah ; legal
2017-11,12,14,working ; techsupport working ; techsupport ; list techsupport working ; german ; list techsupport,28,0.8084174990653992,2017,voicemail ; message ; number number ; card ; blah ; legal
2017-11,6,18,firertc ; works ; popup ; warning ; popup links ; techsupport popup links,29,0.807580828666687,2017,printer ; printer support ; printer support number ; canon ; support ; fake printer
2017-11,8,29,fake ; support fake ; support spammed ; spammed ; fake norton ; fake techsupport,57,0.8747765421867371,2017,number number ; active number ; codemasgss ; active ; indexphp number ; codemasgss number
2017-11,2,24,irs ; png ; assets files ; assets ; replace assets files ; replace assets,90,0.8308413028717041,2017,pch ; pch number ; vm ; bank ; hellip pch ; hellip pch number
2017-11,0,15,noise ; change ; beeping ; beeping noise ; techsupport change ; change caller id,111,1.0,2017,microsoft ; windows ; support ; windows support ; defender ; windows support number
2017-11,1,13,printer ; hp ; hp printer ; told ; fun ; support micorosoft gmail,112,1.0,2017,popup ; fake popup ; fake popup number ; fake ; popup number ; hellip fake
2017-11,3,23,myphonesupport ; windows ; raid ; getting ; myphonesupport windows ; myphonesupport don,113,1.0,2017,number number ; number number number ; popup ; popup number ; number popup ; popup number popup
2017-11,9,55,phone ; called ; just ; cash ; advance ; cash advance,114,1.0,2017,microsoft ; phone ; winxfiles phone ; winxfiles ; support ; popup
2017-11,13,14,techsupport ; throw ; throw away ; techsupport called ; away ; spam heck,115,1.0,2017,number phone ; number phone number ; phone number phone ; phone number ; phone ; credit union
2017-12,4,14,irs ; irs irs ; indian irs ; lol irs ; irs new ; irs new irs,13,0.8182227611541748,2017,ebay ; scamming ; paypal ; customers ; ebay refund ; refund number
2017-12,13,31,microsoft ; windows ; office ; license ; microsoft office ; expired,17,0.8412489295005798,2017,insurance ; called ; active ; car ; got ; number active
2017-12,3,43,png ; popup ; replace ; image ; files ; assets,18,0.7815691828727722,2017,support ; tech ; tech support ; support number ; tech support number ; site
2017-12,7,39,techsupport ; new techsupport ; techsupport new ; techsupport new techsupport ; new techsupport new ; techsupport techsupport,28,0.8639479279518127,2017,voicemail ; message ; number number ; card ; blah ; legal
2017-12,12,37,techsupport ; techsupport techsupport ; techsupport techsupport techsupport ; tech suport ; suport ; tech suport tech,28,0.8279770016670227,2017,voicemail ; message ; number number ; card ; blah ; legal
2017-12,6,12,firertc ; rtc ; works ; works rtc ; dont ; really,29,0.7981070280075073,2017,printer ; printer support ; printer support number ; canon ; support ; fake printer
2017-12,9,12,card ; gift ; gift card ; say ; gift card need ; tell gift,93,0.8358688950538635,2017,pch ; pch number ; jamaican ; millions ; mega millions ; mega
2017-12,2,19,apple ; apple support ; fake apple ; fake apple support ; support ; fake,100,0.9198518395423888,2017,card ; text ; gift ; gift card ; bank ; debt
