Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document,orig_index,id,created_at
i hear something about a new firertc replacement finnally someone finnally heard us and is coming up with a solution better then bobrtc i dont know what the site is yet but i hear its supposed to be like firertc i ll keep you guys updated on more information in t,7,7_bobrtc_bob_calls_add,"['bobrtc', 'bob', 'calls', 'add', 'non', 'phonebook', 'work', 'available', 'uk', 'connect']","['bobrtc question i opened bobrtc today and i were no longer able to add numbers i ve got 39322xp now my question how long does an account need to exist to add numbers it s a bit sad that there are not so much numbers on bobrtc bu', 'bobrtc is moving to a new site this weekend dec 21 bobrtc tel bobrtc has thwarted yet another takedown attempt this time an attacker went after godaddy the registrar of bobrtc live by sending bupkis complaints a few months ago a lawyer was haggling godaddy trying to pry owner', 'limited non toll free dialing available again on bobrtc we have some non toll free dialing available again on bobrtc this outage was due to losing an agreement to deliver traffic the previous outage of ntf 4 weeks ago had everything to do with what numbers were being di']",bobrtc - bob - calls - add - non - phonebook - work - available - uk - connect,1.0,False,65866,52758,2019-12-31 02:17:57
free cruise scam bahamas cruise scam,12,12_amazon_amazonprime_account_travel,"['amazon', 'amazonprime', 'account', 'travel', 'amazon account', 'robocaller', 'robocaller warning nomorobo', 'robocaller warning', 'warning nomorobo', 'won']","['amazon_prime fake robocall robocaller warning nomorobo from amazon to inform you that your amazon_prime account will be auto renewed for 249 00 from your bank account so enjoy using it as an acco', 'amazon purchase fake amazon purchase 99 robocaller warning nomorobo pay attention this is amazon_prime your amazon_prime it seems your amazon account misused somebody using your amazon account su', 'amazaon charge scam robocaller warning nomorobo call from amazon to inform you that your amazon_prime account will be auto renewed for 249 00 from your bank account so enjoy using it as an account or if y']",amazon - amazonprime - account - travel - amazon account - robocaller - robocaller warning nomorobo - robocaller warning - warning nomorobo - won,1.0,False,65867,52757,2019-12-31 00:23:02
fake debt collector this company posses as a debt collector to get monies from obligations that are wat outside of the statute of limitations they achieve this by tricking you into believing that your debt is legitimate firstly by using i,-1,-1_student_loan_student loan_got,"['student', 'loan', 'student loan', 'got', 'fake', 'support', 'free', 'just', 'voicemail', 'apple']","['student loan scam so i got a voicemail from sarah the message is as follows hi my name is sarah i ve been trying to reach you regarding your federal student loans your loan has been flagged for forgiveness approval which could eli', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains']",student - loan - student loan - got - fake - support - free - just - voicemail - apple,0.7286295999044237,False,65868,52756,2019-12-30 21:18:56
microsoft support fake microsoft support toll free,9,9_microsoft_windows_microsoft support_support,"['microsoft', 'windows', 'microsoft support', 'support', 'computer', 'pc', 'microsoft techsupport', 'vm', 'tried', 'techsupport']","['microsoft tech_support scam 12 20 19', 'microsoft scammer fake microsoft support', 'microsoft support scam']",microsoft - windows - microsoft support - support - computer - pc - microsoft techsupport - vm - tried - techsupport,1.0,False,65869,52755,2019-12-30 20:50:55
ssa debt debt collector threatening your social security robocaller warning nomorobo there s not a solicitation call this is a final attempt to offer you an opportunity to prevent a court fil,0,0_social_social security_security_administration,"['social', 'social security', 'security', 'administration', 'security administration', 'social security administration', 'phone', 'ssa', 'alert nomorobo', 'phone alert']","['ssa scam phone scam alert nomorobo hi this message is intended for you from the social security administration we have received a legal complaint under your social security number and your drive', 'ssa scam phone scam alert nomorobo hi this message is intended for you from social security administration we have received a legal complaint under your social security number and your driver s', 'ssa scam phone scam alert nomorobo hi this message is intended for you from social security administration we have received a legal complaint under your social security number and your driver s']",social - social security - security - administration - security administration - social security administration - phone - ssa - alert nomorobo - phone alert,0.37799967882075036,False,65870,52754,2019-12-30 20:45:27
flight support scammers hello ive recentley had fun yelling at theese ones so i thought i woud post it their from india they are idiots feel free to yell at them link,12,12_amazon_amazonprime_account_travel,"['amazon', 'amazonprime', 'account', 'travel', 'amazon account', 'robocaller', 'robocaller warning nomorobo', 'robocaller warning', 'warning nomorobo', 'won']","['amazon_prime fake robocall robocaller warning nomorobo from amazon to inform you that your amazon_prime account will be auto renewed for 249 00 from your bank account so enjoy using it as an acco', 'amazon purchase fake amazon purchase 99 robocaller warning nomorobo pay attention this is amazon_prime your amazon_prime it seems your amazon account misused somebody using your amazon account su', 'amazaon charge scam robocaller warning nomorobo call from amazon to inform you that your amazon_prime account will be auto renewed for 249 00 from your bank account so enjoy using it as an account or if y']",amazon - amazonprime - account - travel - amazon account - robocaller - robocaller warning nomorobo - robocaller warning - warning nomorobo - won,1.0,False,65871,52753,2019-12-30 20:42:03
ssa scam ssa span class hashtag icon placeholder span scam span and same scam center ms yasmin shiraz gets a call from indian scammer span mike wilson 4 https,2,2_ssa_ssa ssa_indian_fake,"['ssa', 'ssa ssa', 'indian', 'fake', 'ms', 'ssa indian', 'ssa ssa ssa', 'indian fake', 'dea', 'fake ssa']","['ssa scam', 'ssa scam 12 18 19', 'ssa scam a ssa scam']",ssa - ssa ssa - indian - fake - ms - ssa indian - ssa ssa ssa - indian fake - dea - fake ssa,1.0,False,65872,52752,2019-12-30 20:05:47
new ssa scam new ssa scam can t add to phonebook for some reason,0,0_social_social security_security_administration,"['social', 'social security', 'security', 'administration', 'security administration', 'social security administration', 'phone', 'ssa', 'alert nomorobo', 'phone alert']","['ssa scam phone scam alert nomorobo hi this message is intended for you from the social security administration we have received a legal complaint under your social security number and your drive', 'ssa scam phone scam alert nomorobo hi this message is intended for you from social security administration we have received a legal complaint under your social security number and your driver s', 'ssa scam phone scam alert nomorobo hi this message is intended for you from social security administration we have received a legal complaint under your social security number and your driver s']",social - social security - security - administration - security administration - social security administration - phone - ssa - alert nomorobo - phone alert,0.5696035863055968,False,65873,52751,2019-12-30 18:28:43
mainstream mortgage inc property payment scam there is a mortgage company keep calling me about some property loan i owe them i tell them i am not the person to be calling i hangup and they keep redialing about 4 5 times a day i requested to be on there dnd li,5,5_money_bank_power_company,"['money', 'bank', 'power', 'company', 'scammed', 'apartment', 'guy', 'spoofed', 'yes', 'sent']","['one more bank acc info used by scammers in intense 419 scam here you go one more bank acc this scammer is quite optimistic in getting his money use this informztion how ever you like scum deserves hell and no less bank name barclays bank plc bank address acorn hous', 'coned unpaid balance power shutoff threat scam robo dialed from spoofed number claims to be coned and your power will be turned off in 30 minutes unless you call the scammers number and presumably give them money these evil jerks needs to be pounded the num', 'pg e unpaid balance power shutoff threat scam robodialed from spoofed number claims to be pg e and your power will be turned off in 30 minutes unless you call the scammers number and presumably give them money evil scammer needs to be pounded the number le']",money - bank - power - company - scammed - apartment - guy - spoofed - yes - sent,1.0,False,65874,52750,2019-12-30 18:18:24
student loan 3 numbers website inculcated anthony rose john garcia website studentreliefaid org possible direct one to anthony rose 1st times when i called wanted me to make a fasfa account to see how mu,-1,-1_student_loan_student loan_got,"['student', 'loan', 'student loan', 'got', 'fake', 'support', 'free', 'just', 'voicemail', 'apple']","['student loan scam so i got a voicemail from sarah the message is as follows hi my name is sarah i ve been trying to reach you regarding your federal student loans your loan has been flagged for forgiveness approval which could eli', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains']",student - loan - student loan - got - fake - support - free - just - voicemail - apple,0.7286295999044234,False,65875,52749,2019-12-30 17:54:04
fake chase bank scam automated system from fake chase bank about credit card,1,1_refund_fake refund_refund refund_microsoft refund,"['refund', 'fake refund', 'refund refund', 'microsoft refund', 'department', 'fake', 'voicemail', 'called', 'account', 'support']","['more refund scammers', 'refund scam', 'refund scam']",refund - fake refund - refund refund - microsoft refund - department - fake - voicemail - called - account - support,0.38201981398432744,False,65876,52748,2019-12-30 17:48:33
vehicle warranty big filippino call center,8,8_insurance_health_warranty_car,"['insurance', 'health', 'warranty', 'car', 'company', 'pills', 'health insurance', 'sell', 'keto', 'gohealth']","['high value insurance scam three automated messages from an issam hiring manager at family first life saying he got my application for a high value insurance policy on craigslist has been calling my desk phone at work and i don t use craigsli', 'health insurance scam', 'this is a shady car insurance company called protect my car offering free roadside assistance and 100 car maintenance coverage and insurance for 50 bucks a month plus a flexible down payment fee wh']",insurance - health - warranty - car - company - pills - health insurance - sell - keto - gohealth,0.18917543320008803,False,65877,52747,2019-12-30 16:32:04
tech_support scam previousl this number was used by kolkata scammer jim browning exposed them now the scammers are answering as id pro alternate number,6,6_techsupport_techsupport techsupport_tech_active,"['techsupport', 'techsupport techsupport', 'tech', 'active', 'nginx', 'ha', 'india', 'techsupport techsupport techsupport', 'isoftwareshop', 'indian']","['fake mcafee support scammer from india geek kart com innovative sale vizpc com isoftwareshop com alphasaleweb com thanks my indian friend monis for his help i got these fro', 'heeeey yooooou guuuuuys ah ha ha nginx is often found as the server running that supplies these tech_support scam pages russian media group rambler attempting to hold nginx hostage ars technica i fin', 'heeeey youuuu guuuuys ah ha ha nginx is often found as the server running that supplies these tech_support scam pages russian media group rambler attempting to hold nginx hostage ars technica i fin']",techsupport - techsupport techsupport - tech - active - nginx - ha - india - techsupport techsupport techsupport - isoftwareshop - indian,0.46147207244271776,False,65878,52744,2019-12-30 06:32:49
adaross scam site list 12 30 2019 size 15 messages here will be posted automatically as the automated system finds popups size b size 12 please do not adaross when replying size b,11,11_size_adaross_size adaross_adaross replying,"['size', 'adaross', 'size adaross', 'adaross replying', 'finds', 'automatically automated finds', 'automated finds popups', 'automated finds', 'adaross site list', 'automatically automated']","['adaross scam site list 12 03 2019 size 15 messages here will be posted automatically as the automated system finds popups size b size 12 please do not adaross when replying size b', 'adaross scam site list 12 02 2019 size 15 messages here will be posted automatically as the automated system finds popups size b size 12 please do not adaross when replying size b', 'adaross scam site list 12 06 2019 size 15 messages here will be posted automatically as the automated system finds popups size b size 12 please do not adaross when replying size b']",size - adaross - size adaross - adaross replying - finds - automatically automated finds - automated finds popups - automated finds - adaross site list - automatically automated,1.0,False,65879,52743,2019-12-30 06:00:19
i cant get anyone to pick up im not sure if this is normal or if its the time but i cant seem to ever get someone to pick up they usually hang up instantly anyone know why,-1,-1_student_loan_student loan_got,"['student', 'loan', 'student loan', 'got', 'fake', 'support', 'free', 'just', 'voicemail', 'apple']","['student loan scam so i got a voicemail from sarah the message is as follows hi my name is sarah i ve been trying to reach you regarding your federal student loans your loan has been flagged for forgiveness approval which could eli', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains']",student - loan - student loan - got - fake - support - free - just - voicemail - apple,0.46554575305979917,False,65880,52742,2019-12-30 01:57:13
softwares for my virtual machine any good list of softwares i could download to my virtual machine to make it look more legit i want to start scambaiting more thank you,9,9_microsoft_windows_microsoft support_support,"['microsoft', 'windows', 'microsoft support', 'support', 'computer', 'pc', 'microsoft techsupport', 'vm', 'tried', 'techsupport']","['microsoft tech_support scam 12 20 19', 'microsoft scammer fake microsoft support', 'microsoft support scam']",microsoft - windows - microsoft support - support - computer - pc - microsoft techsupport - vm - tried - techsupport,1.0,False,65881,52741,2019-12-30 01:48:29
romance scam this guys was trying to scam me out of money his name is jonny he admitted to me that he was a scammer after i called him out on it it s a google number,5,5_money_bank_power_company,"['money', 'bank', 'power', 'company', 'scammed', 'apartment', 'guy', 'spoofed', 'yes', 'sent']","['one more bank acc info used by scammers in intense 419 scam here you go one more bank acc this scammer is quite optimistic in getting his money use this informztion how ever you like scum deserves hell and no less bank name barclays bank plc bank address acorn hous', 'coned unpaid balance power shutoff threat scam robo dialed from spoofed number claims to be coned and your power will be turned off in 30 minutes unless you call the scammers number and presumably give them money these evil jerks needs to be pounded the num', 'pg e unpaid balance power shutoff threat scam robodialed from spoofed number claims to be pg e and your power will be turned off in 30 minutes unless you call the scammers number and presumably give them money evil scammer needs to be pounded the number le']",money - bank - power - company - scammed - apartment - guy - spoofed - yes - sent,1.0,False,65882,52740,2019-12-29 23:42:46
2 500 000 usd atm card scam hi there i hope this post is allowed here i m quite new to the scambaiting scene i ve been locating e mail scammers with the help of grabify i ve recently encountered a very elaborate e mail scam they use a v,5,5_money_bank_power_company,"['money', 'bank', 'power', 'company', 'scammed', 'apartment', 'guy', 'spoofed', 'yes', 'sent']","['one more bank acc info used by scammers in intense 419 scam here you go one more bank acc this scammer is quite optimistic in getting his money use this informztion how ever you like scum deserves hell and no less bank name barclays bank plc bank address acorn hous', 'coned unpaid balance power shutoff threat scam robo dialed from spoofed number claims to be coned and your power will be turned off in 30 minutes unless you call the scammers number and presumably give them money these evil jerks needs to be pounded the num', 'pg e unpaid balance power shutoff threat scam robodialed from spoofed number claims to be pg e and your power will be turned off in 30 minutes unless you call the scammers number and presumably give them money evil scammer needs to be pounded the number le']",money - bank - power - company - scammed - apartment - guy - spoofed - yes - sent,1.0,False,65883,52739,2019-12-29 21:47:56
yes we are no you re not yes we are fake pg e,5,5_money_bank_power_company,"['money', 'bank', 'power', 'company', 'scammed', 'apartment', 'guy', 'spoofed', 'yes', 'sent']","['one more bank acc info used by scammers in intense 419 scam here you go one more bank acc this scammer is quite optimistic in getting his money use this informztion how ever you like scum deserves hell and no less bank name barclays bank plc bank address acorn hous', 'coned unpaid balance power shutoff threat scam robo dialed from spoofed number claims to be coned and your power will be turned off in 30 minutes unless you call the scammers number and presumably give them money these evil jerks needs to be pounded the num', 'pg e unpaid balance power shutoff threat scam robodialed from spoofed number claims to be pg e and your power will be turned off in 30 minutes unless you call the scammers number and presumably give them money evil scammer needs to be pounded the number le']",money - bank - power - company - scammed - apartment - guy - spoofed - yes - sent,0.725018455942923,False,65884,52738,2019-12-29 21:33:00
fake windows alert scam upload 1xdomr9fojtyvwe9cop3mfngnrd png img fake virus,10,10_popup_image_popup microsoft_microsoft popup microsoft,"['popup', 'image', 'popup microsoft', 'microsoft popup microsoft', 'png', 'popup microsoft popup', 'microsoft', 'microsoft popup', 'screenshot', 'image screenshot']","['microsoft popup scam link', 'dating app chat image screenshot 135517png png image screenshot 135526png png', 'romance scammer jean image screenshot 115148png png image screenshot 115156png png']",popup - image - popup microsoft - microsoft popup microsoft - png - popup microsoft popup - microsoft - microsoft popup - screenshot - image screenshot,1.0,False,65885,52736,2019-12-29 19:59:06
drive them crazy with bobrtc call flooding because i go to work so early and return so late i usually miss prime time to call travel and gift card scammers as a result i started bobrtc call flooding over a short period i realized that this drives the scamme,-1,-1_student_loan_student loan_got,"['student', 'loan', 'student loan', 'got', 'fake', 'support', 'free', 'just', 'voicemail', 'apple']","['student loan scam so i got a voicemail from sarah the message is as follows hi my name is sarah i ve been trying to reach you regarding your federal student loans your loan has been flagged for forgiveness approval which could eli', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains']",student - loan - student loan - got - fake - support - free - just - voicemail - apple,0.44348459203020396,False,65886,52734,2019-12-29 18:53:02
western union money flip michael cooper i got him on my text now number,-1,-1_student_loan_student loan_got,"['student', 'loan', 'student loan', 'got', 'fake', 'support', 'free', 'just', 'voicemail', 'apple']","['student loan scam so i got a voicemail from sarah the message is as follows hi my name is sarah i ve been trying to reach you regarding your federal student loans your loan has been flagged for forgiveness approval which could eli', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains']",student - loan - student loan - got - fake - support - free - just - voicemail - apple,0.044717962715594584,False,65887,52733,2019-12-29 17:17:30
btc scammers messaged me on discord saying i have won 0 17 which is like 2 fucking grand xd congratulations s i i you have been randomly selected lalala cut the bullshit you won 0 17 btc 12,12,12_amazon_amazonprime_account_travel,"['amazon', 'amazonprime', 'account', 'travel', 'amazon account', 'robocaller', 'robocaller warning nomorobo', 'robocaller warning', 'warning nomorobo', 'won']","['amazon_prime fake robocall robocaller warning nomorobo from amazon to inform you that your amazon_prime account will be auto renewed for 249 00 from your bank account so enjoy using it as an acco', 'amazon purchase fake amazon purchase 99 robocaller warning nomorobo pay attention this is amazon_prime your amazon_prime it seems your amazon account misused somebody using your amazon account su', 'amazaon charge scam robocaller warning nomorobo call from amazon to inform you that your amazon_prime account will be auto renewed for 249 00 from your bank account so enjoy using it as an account or if y']",amazon - amazonprime - account - travel - amazon account - robocaller - robocaller warning nomorobo - robocaller warning - warning nomorobo - won,1.0,False,65888,52732,2019-12-29 10:03:43
my c points drastically reduced while xp are fine my c points drastically big decrease reduced while xp are fine any explanation,-1,-1_student_loan_student loan_got,"['student', 'loan', 'student loan', 'got', 'fake', 'support', 'free', 'just', 'voicemail', 'apple']","['student loan scam so i got a voicemail from sarah the message is as follows hi my name is sarah i ve been trying to reach you regarding your federal student loans your loan has been flagged for forgiveness approval which could eli', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains', 'student loan scam just got a voicemail from julie with student loan enrollment program the message is as follows hi i m julie with the student loan enrollment program i wanted to contact you regarding the class action lawsuit agains']",student - loan - student loan - got - fake - support - free - just - voicemail - apple,0.48939702110093275,False,65889,52731,2019-12-29 08:58:37
adaross scam site list 12 29 2019 size 15 messages here will be posted automatically as the automated system finds popups size b size 12 please do not adaross when replying size b,11,11_size_adaross_size adaross_adaross replying,"['size', 'adaross', 'size adaross', 'adaross replying', 'finds', 'automatically automated finds', 'automated finds popups', 'automated finds', 'adaross site list', 'automatically automated']","['adaross scam site list 12 03 2019 size 15 messages here will be posted automatically as the automated system finds popups size b size 12 please do not adaross when replying size b', 'adaross scam site list 12 02 2019 size 15 messages here will be posted automatically as the automated system finds popups size b size 12 please do not adaross when replying size b', 'adaross scam site list 12 06 2019 size 15 messages here will be posted automatically as the automated system finds popups size b size 12 please do not adaross when replying size b']",size - adaross - size adaross - adaross replying - finds - automatically automated finds - automated finds popups - automated finds - adaross site list - automatically automated,1.0,False,65890,52729,2019-12-29 06:00:11
gmil com still has scam popups another gmil com scam popup,10,10_popup_image_popup microsoft_microsoft popup microsoft,"['popup', 'image', 'popup microsoft', 'microsoft popup microsoft', 'png', 'popup microsoft popup', 'microsoft', 'microsoft popup', 'screenshot', 'image screenshot']","['microsoft popup scam link', 'dating app chat image screenshot 135517png png image screenshot 135526png png', 'romance scammer jean image screenshot 115148png png image screenshot 115156png png']",popup - image - popup microsoft - microsoft popup microsoft - png - popup microsoft popup - microsoft - microsoft popup - screenshot - image screenshot,0.41161127566906935,False,65891,52728,2019-12-29 01:59:04
